Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity
6c5c1f3484c051e08d840346167e777e,0,0,0,1,0,0,1,0,0,1,1,0,40
8594666e9d06588e7e59eca33be3240d,0,0,1,1,0,0,0,0,0,0,0,1,26
8a644cdf3aff25b9cd5c1aa9b066f609,0,0,0,1,0,0,1,0,0,0,0,0,82
a90cbc5497bb97be9d609206b2d8bb17,0,0,1,0,0,0,0,0,0,0,0,0,100
3a49b4205d07399f54ffbccd045218c5,0,1,1,1,0,0,0,0,0,0,0,0,59
b95c7e2f30ea95255abcdc5beab41ba8,0,1,1,1,0,0,0,0,0,0,0,0,34
8f617c68d9986acd86debd30d4edc7d9,0,1,1,1,0,0,0,0,0,0,0,0,35
a5ff4923e393fa08e67da31c7eb4edd5,0,1,1,1,0,0,0,0,0,0,0,0,36
5b34b9a0ffe8909fbe1c986120129f5e,0,1,1,1,0,0,1,0,1,0,0,0,21
12f58afb8632770183a523980a4aea07,0,1,1,1,0,0,1,0,0,0,0,0,21
e14a2b3505c036b96f80133889505d7b,0,1,1,1,0,0,1,1,0,1,1,0,89
19bdcfaf2cb79c40e432ccb8efd3c1d8,0,0,1,1,0,0,0,0,0,0,0,1,19
5f505899dced9c64b5fcf6b487f90fc3,0,1,1,0,0,0,0,1,0,0,0,0,60
1d5249af75580ec61c473cdfa1c1571e,0,1,1,1,0,0,0,0,0,0,0,0,28
d3338d46ca212de0b102d892c0c06663,0,1,1,1,0,0,0,0,0,0,0,0,40
2cba0db3ca99db5a699a056bfe144db9,0,1,1,1,0,0,0,0,0,0,0,0,30
9bea3673bff088e95760fc7b7d9fc5b0,0,1,1,1,0,0,0,0,0,0,0,0,25
ec64e3c4d306213c94db5efd24849b37,0,0,0,0,0,0,0,0,0,0,0,1,100
55521992ad6215df8b423a767cc7a3c6,0,1,1,1,0,0,0,0,0,0,0,0,24
e78d6063cfc0a05f1736752ab6c8e52c,0,1,1,1,0,1,0,0,0,0,0,0,23
e0a66dce67d48c2ec07b49eba10f9f5f,0,1,1,0,0,0,0,0,0,0,0,0,26
5a6af88a73537d70dd1ae9b31352a1d2,0,1,1,1,0,0,0,0,0,0,0,0,46
0d6ada7d92a33dd9912de8a0a8a7e101,0,1,1,1,0,0,0,0,0,1,0,0,32
bfefa66579a8686131af7c6d720cab07,0,1,1,1,0,0,1,0,0,0,0,0,34
6d9c0902fb6fc225fd4cb8aec10c928e,0,1,1,1,0,0,0,0,1,1,0,0,100
c3212c580d4ce2f6e301e7ee82992565,0,1,1,1,0,0,0,0,1,0,0,0,100
2254385e81c4a980597c0fe05f49bb26,0,1,1,1,0,0,0,0,0,0,0,0,24
2a733f2ec3ea62ec9c4259266e1b4767,0,1,1,1,0,0,1,0,0,0,0,0,51
b3c689ea4b70fba3089a1d364862eb7c,0,1,1,1,0,1,0,0,0,0,0,0,29
08451695f118010b1b28e9d01d4a92a5,0,1,1,1,0,0,0,0,0,0,0,0,25
e1b163e2921608a28dd127a302250b09,0,1,1,0,0,0,0,0,1,1,0,0,11
