Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity
4a1cfb96220f67ffca330ff41dba678f,0,1,1,0,0,0,1,0,0,0,0,0,42
d5c9c2cfc92da0777b36477a6b9d71c3,0,0,0,1,0,0,0,0,0,0,0,0,52
0c0bbb340aff663f177c69c1fbb68cff,0,1,1,1,0,0,0,0,0,0,0,0,25
9c5c9e6f2abfe7b141ee83eed9c39bd4,0,0,0,1,0,0,0,0,1,1,0,0,40
eca01ea2af0b91ad09d3bbedab78c0b4,0,0,1,1,0,0,0,0,0,0,0,0,35
a3449748af05d6d1d5a5ace352c484ab,0,1,1,0,0,0,0,0,0,0,0,0,27
e39659aef28b8bb6cc0b81f59f806a6d,0,1,1,1,0,0,0,0,0,0,0,0,24
aae8ac6a10044da232da300d67d1cfad,0,0,1,1,0,0,0,0,0,0,0,0,21
d129848143caf8b89d39afffc628f94a,1,1,1,1,0,0,0,0,0,0,0,0,20
e0494a561cf1970971ecfa5be97c391f,0,1,1,1,0,0,0,0,0,0,0,0,70
fba9b8208c8929d8b66099e60b886bd2,0,0,1,1,0,0,0,0,1,1,0,1,83
8da4f8fc3352275cb9c9069a73667d04,0,1,1,1,0,0,0,0,0,0,0,0,18
632cb902bfe71a38c7eef39ad6c4c17c,0,1,1,1,0,0,1,0,0,0,0,0,47
1628315f3fc925e0cc8f660d282f7568,0,1,1,1,0,0,0,0,0,0,0,0,18
7bcacb71569fcee7bc9c290521494d8f,0,1,1,1,0,0,0,0,0,0,0,0,23
af41b66598c20ad3edd3eca40fa061e7,0,0,1,1,0,0,0,0,0,1,0,1,28
61b2e3c70eb4d9e9d198cae78b3f80d8,0,1,1,1,0,0,0,0,0,1,1,0,23
05489cc21e9be8183f0a26aa1824abac,0,1,1,1,0,0,0,0,0,0,0,0,79
01a4d7b6a0aec61f115ba3407ac3cb38,0,0,1,1,0,0,0,0,1,1,0,0,35
cad70607e4f1849915fcbac667f6eb0f,0,1,1,1,0,0,0,0,0,0,0,0,26
e5a84da44afc0abddfbb36907a5ee845,0,0,0,1,0,0,0,0,1,1,0,0,100
ae166c28c247ae0b56bcce5d6494ab9c,0,1,1,1,0,0,0,0,1,1,0,0,34
115611241ecf1713f478b12abb5cb428,0,1,1,1,0,0,0,0,0,0,0,0,16
dc52cee5dc3e5b22b64f83cd41970a9b,0,0,1,1,0,1,0,0,0,0,0,1,54
ece545375ce9cce3e9d66a9146de7e47,0,0,0,1,0,0,0,0,0,0,0,0,52
eb45a373aca41d0edb2d5715c36e1fe6,0,1,1,1,0,0,0,0,0,0,0,0,30
a71b9fca572d892ea1adb8b9c26152fa,0,0,1,1,0,0,0,0,0,0,1,0,54
c29c3c55569e226ec6bbef8d58b97c8f,0,1,1,0,0,0,0,1,1,1,1,0,28
62d49f66bbd632465a7b0ec88806b6d4,0,1,1,1,0,0,0,0,1,0,0,0,38
25c384a325226bd9db5c0c328d158c0e,0,0,0,1,0,0,0,0,0,0,0,0,57
9f5bf00df6c8df847af365f46c0be0f5,0,0,1,1,0,0,0,0,0,0,0,1,35
26755df4b209818dbe23126a628a7826,0,1,1,0,0,0,0,0,0,0,0,0,48
e3d09079081ab405b2406b3b72d67436,0,0,1,1,0,0,0,1,0,0,0,0,23
2ad794d5f74741a1dae8a47d3161016a,0,1,1,1,0,0,0,0,1,1,0,0,14
934666cb0aae82461f7cddc67399e44b,0,1,1,1,0,0,0,0,1,1,0,0,23
b50dead67dc45649587acb30e65ab201,1,1,1,1,0,0,0,0,0,0,0,0,39
b1124ac5f5ef78cd26573da35f24402a,0,1,1,1,0,0,0,0,0,0,0,0,37
a75d31c52be0f4e2e896d20de06c172f,0,1,1,1,0,0,0,0,0,0,0,0,42
3b3bc6341f2fa3824110b388a761f296,0,1,1,1,0,0,1,0,0,0,0,0,20
48d53aeabee4f92f77eee3a323343c77,0,1,1,1,0,0,0,0,0,0,0,0,40
263879abce68de4af02ef5f7ef873d24,0,0,1,1,0,0,1,0,0,0,0,0,73
3e10d6dade19547fbc3b925bc31188df,0,1,1,1,0,0,0,0,0,0,0,0,38
b7003e20d6da4a530f3de70efd82a1ca,0,0,0,0,0,0,1,0,0,0,0,0,40
235c64e9132749344e2257ccd6d5cf0c,0,0,1,1,0,0,0,0,0,0,0,0,73
21f8038309981512224530de3090168f,1,1,1,1,0,0,0,0,0,0,0,0,25
1791180369993a28ea50e8efb7d48fbc,0,1,1,1,0,0,0,0,0,0,0,0,100
94e02539b5b5926ae5787890992dfc68,0,1,1,1,0,0,0,0,0,0,0,0,26
4111d72207648fe80aab0b5ec58a62e2,0,1,1,1,0,0,0,0,0,0,0,0,27
16857226b927e6e8a801bf3bf34e1022,0,1,1,1,0,0,0,0,0,1,0,0,34
ae2445be233bb96e672a72f5fe7e66d1,1,1,1,1,0,0,0,0,0,0,0,0,49
c9658ffa2881fddd26d764ec024d4b42,0,1,1,1,0,0,0,0,0,0,0,0,45
994d40525ab1bb70d198b461147f0a63,0,1,1,1,0,0,0,0,0,0,0,0,29
9a0878cf78697a38d837146417cb05b0,0,0,0,1,0,0,0,0,0,0,0,0,63
d6b22200c5b83dc51b539f36c3a0904b,0,1,1,1,0,0,0,0,0,0,0,0,30
9a1a59eef9219a5e98ef3cd70fdba34d,1,1,1,1,0,0,0,0,0,0,0,0,71
7b6897906f827a400070270cb1cc9a01,0,0,1,1,0,0,0,0,0,0,0,0,17
aeb8ada4e5abd613dc9e18a097d9ed9a,0,1,1,1,0,0,0,0,0,0,0,0,39
89098e45a76825443bf292c873dff1dd,0,0,1,0,0,0,0,0,0,0,0,0,16
82dd92ed7c45fc5020cf89ac4a564d1c,0,1,1,1,0,0,0,0,0,0,0,0,88
e97eb7db7061b4ac3475980a81feeb07,0,1,1,1,0,0,1,1,0,0,0,0,27
62174599e6c5171420421388f3debf3a,0,1,1,1,0,0,0,0,0,0,0,0,32
8ff83f5f17e3d634f92512c083c925b4,0,1,1,1,0,0,1,0,0,0,0,0,29
4bc6822f43e2674e94d923decec43915,0,1,1,1,0,1,0,0,0,0,0,0,18
63c15328ac9a79daa51ca045b260ddaf,0,1,1,1,0,0,0,0,0,0,0,0,25
7dcf4e243e18ff049e5989b10d6fa58c,0,0,0,1,0,0,0,0,0,1,1,0,24
221b2b852e65fe407ad5fd2c8e9965ef,0,1,1,1,0,0,0,0,1,0,0,0,37
7dc4de0daaae6095c8f68b24ae543a53,0,1,1,0,0,0,1,0,0,1,0,0,48
7dba6357b70122c49f1ec4f163c71e2d,0,1,1,1,0,0,1,0,0,1,0,0,24
a83c4c85cabdcfa5475dae3eb2649252,0,1,1,1,0,0,1,1,0,0,0,0,26
ecceb6e1a60f97e10848fddae2b38bf4,0,1,1,1,0,0,0,0,0,0,0,0,25
aec4d305bc831ed3e9529eb3fd8a42b0,0,0,0,1,0,0,0,0,0,0,0,0,44
76fe0f92dda40ebe05e5c81cc8d340d5,0,0,0,1,0,0,0,0,0,0,0,0,25
56776171def028a2651cca06de049827,0,1,1,1,0,0,0,0,0,1,0,0,46
f1b23f3972da81ef4bce6e37ab9896a4,0,1,1,0,0,0,0,0,0,0,0,0,31
1736588bbcfbb66fb27fa4cdfa32a937,0,1,1,1,0,0,0,0,0,0,0,0,19
11302d2fcd40ef2c988083272a51fe19,0,0,1,1,0,0,0,0,0,0,0,1,26
763d66b9cf01069602a968e573feb334,0,1,1,1,0,0,0,0,0,0,0,0,46
3aabe9a8bae9195c5748f601a74da99b,0,1,1,1,0,0,0,0,0,0,1,0,28
61a53ef7606c624f56d3babaf067c24c,0,1,1,1,0,0,0,0,0,0,0,0,26
3c5df8ffb23fe807ee18c2ef04b69eab,0,0,1,1,0,0,0,0,0,0,0,1,37
e67a9b500d7348138df1c7f3084f44f7,0,1,1,1,0,0,0,0,0,0,0,0,11
5487d9e25d3b58d098ef1825d6261b0a,0,1,1,1,0,0,0,0,0,0,0,0,77
db177580c802d6825f26e51423a54332,0,0,1,1,0,0,0,0,0,0,0,0,23
f11fcce46d978b61ab4a8262dee462bf,0,1,1,1,0,0,0,0,1,1,0,0,28
c8ee212f328367197ac7f0e8602b1ddd,0,1,1,1,0,0,0,0,0,0,0,0,20
03bf614bc238fdac0d612cdd149b14fa,0,1,1,1,0,1,0,1,0,1,1,0,54
d84fef68b5c40c4df75d6257d03d0cdf,0,0,1,1,0,0,0,0,1,1,0,1,33
f7d168bbfdab89d81dca0a14c1a77617,0,0,1,1,0,0,1,0,0,1,0,1,35
8cbd343a76fdc0133d97f74945f63033,0,1,1,1,0,0,0,0,1,1,0,0,16
59a951dca906bcae07d1ffb5d7c07ac3,0,1,1,0,0,0,1,1,0,0,0,0,71
d3bb31b416df9ce62b1e19e83a5e4b37,0,1,1,0,0,0,1,0,0,0,0,0,66
273a7fb05551ea427a2ad444e2375fd7,0,1,1,1,0,0,0,0,0,0,0,0,25
15fd0fbbec6b316ba0b25759db21223e,0,1,1,1,0,0,0,0,0,0,0,0,3
4c096682359dbe62b1c4de93e1a72946,0,1,1,1,0,0,0,1,0,0,0,0,28
d1a7f822d0f1d8d2a04e87d6f021bca4,0,1,1,1,0,0,0,0,0,0,0,0,41
ea26ade6db37bc11c08e42c79af33b6f,0,1,1,1,0,0,0,0,1,1,0,0,3
59b050a49c7a10c72daf19e30bde4bda,0,1,1,1,0,1,0,0,0,0,0,0,39
c5e453e9db92cb9ab31d1b73c31fbea1,0,1,1,1,0,0,0,0,0,0,0,0,23
b837ca92d180ae07354aa97f7ca30df3,0,1,1,1,0,0,0,0,0,0,0,0,28
f8b98cc7c821af008757b2f78fe918ad,0,1,1,1,0,0,0,0,0,0,0,0,23
3baa6d5fae4baa9b4afcd5ab584c86d0,0,1,1,1,0,0,1,0,0,0,0,0,58
47db2ae009656c7877407dfac9f3a49b,1,1,1,1,0,0,0,0,0,0,0,0,83
d4b7c1f451384c90a9e9e71fd69a57f9,0,1,1,1,0,0,0,0,1,1,0,0,30
67cb8d8a364397bde53e3ba2b7ef2f4c,0,1,1,1,0,0,1,0,0,0,0,0,20
f0baf1aa26d573724f4bf61b212606a5,0,1,1,1,0,0,0,0,0,0,0,0,42
a287b980be781a723d6b42a68ac36aba,0,0,1,1,0,0,0,0,1,1,0,0,32
f5e33137f0cc2b23aeea88964cafab4f,0,1,1,1,0,0,0,0,0,0,0,0,18
4dfb453709b1b35d7efcd09bc177933d,0,1,1,1,0,0,0,0,1,1,0,0,39
b7f782594913147d1029dbd53aa4bef2,0,0,1,1,0,0,0,0,0,0,0,0,23
d6d09ad75de57657c3119135d071c0cf,0,0,1,1,0,0,0,0,0,0,0,1,30
0e030cf9167c0b149718fd2e146bb7ec,0,1,1,1,0,1,0,0,0,0,0,0,64
7daf79a78d7de57ea8355f0a81728e37,0,0,0,0,0,0,1,0,0,0,1,0,19
a851b813b112d7375d1e0e0da532313f,0,1,1,1,0,0,0,0,0,0,0,0,32
dca9d07fdc0fbc46697bf0447df1cdda,0,1,1,1,0,0,0,0,0,1,0,0,15
4f2d68ef1752f6b87ab4bdb7554374fc,0,1,1,1,0,0,0,0,0,0,0,0,20
59a9187a36c2f3d060544cf55bcd9c56,0,1,1,1,0,0,0,0,0,0,0,0,50
13b7b4506a1a1365a256ce02f78aa561,0,1,1,0,0,0,0,0,0,0,0,0,58
e56bf470b4b41ece2f228f9770554d82,0,1,1,1,1,0,0,0,0,0,0,0,37
7a2e3dad6d651397b42527948545e2f0,0,0,0,1,0,0,1,0,0,0,0,0,34
261da7d49d9a60ff745ed8590652f15e,0,1,1,1,0,0,0,0,0,0,0,0,37
0547dcc180746ae58fe974cca0be9c9c,0,1,1,1,0,0,0,0,0,0,0,0,30
eac68f85f2e4fc19fa786e3f1057743c,0,1,1,1,0,0,0,0,0,0,0,0,29
8fd2222f6980c8781e34182cf1d4395e,0,1,1,1,0,0,0,0,0,0,0,0,43
